requirement_id,section,summary
R31.06,"31. Agent Skills","A skill may be copied into any scope the actor may write. The copy is fully detached: no provenance link, no upstream sync."
R31.07,"31. Agent Skills","A skill takes effect on an agent only through an explicit binding, at every scope including platform: there is no ambient, inherited, or default-on skill. (Contrast [R29.12]'s org-level opt-out for prompt templates, which is inert text; a skill body is executed.) Binding is refused when the agent's bound set already holds that name."
R31.08,"31. Agent Skills","A binding is valid only while the skill's scope contains the agent, where containment is: agent — the skill's agent is this agent; project — same project; org — the agent's project is owned by that org (an org skill never binds into an individual-owned project); platform — always. Containment is proven at bind time and re-proven at the start of every turn, on both the room and the headless paths. A skill whose containment or tool requirements fail is dropped from that turn's index and snapshot, audited, and surfaced as an aggregated warning — the turn proceeds. Turn failure is reserved for authorization the agent cannot run without."
R31.09,"31. Agent Skills","A skill's tool requirements are derived from its content (any scripts/ entry requires the code interpreter) unioned with any requires: declaration; a declaration alone is advisory and never the sole source. Binding to an agent lacking a required tool is rejected with 422 naming the tool, and the requirement is re-checked every turn ([R31.08])."
R31.10,"31. Agent Skills","Deleting a skill unbinds it from every agent within the same transaction and writes an audit event; a live binding never blocks deletion. Restoring within the retention window restores the bindings. The DB cascade is not the mechanism — it does not fire on a soft delete."
R31.11,"31. Agent Skills","Skill counts per scope are exposed to Admin, so the ratio of agent-private to shared skills can be audited against this chapter's premise."
R31.26,"31. Agent Skills","A sub-agent (§15.6) resolves skills under its parent's agent identity, so it sees exactly the parent's bound set — agent-scoped skills included. No binding rows are created at spawn; bindings are resolved at runtime, as MCP server bindings already are. Selective inheritance is not offered."
R31.12,"31. Agent Skills","Each bound skill contributes one index line (name + description) to the agent's system prompt, inside a delimited block framed as untrusted third-party content."
R31.13,"31. Agent Skills","The rendered index block is counted as fixed context, reducing the knowledge budget exactly as it reduces the space available to File RAG, and is capped by agents.skill_index_token_cap (default 3 000, hard maximum 16 000)."
R31.14,"31. Agent Skills","Exceeding the index cap is rejected at bind time, at description update, and at cap lowering. The index is never truncated at turn time: a partial index misleads the model."
R31.15,"31. Agent Skills","read_skill(name) resolves against the turn's validated snapshot — never by re-querying — and returns the body plus the skill's file manifest. Output is budgeted in tokens against a fixed per-call allowance; an oversized body returns a character offset for continuation rather than a severed string. An unknown name is a tool error, not a turn failure."
R31.16,"31. Agent Skills","Bodies fetched within a turn are cached for that turn only; edits take effect on the next turn (the rule formerly stated as [R9.07])."
R31.17,"31. Agent Skills","Each read_skill invocation is recorded on the resulting message's metadata (§21.1) with the skill's id, name, scope, version, and body hash, so the bytes that executed remain identifiable although bodies are mutable in place. read_skill calls are not audited ([R31.25])."
R31.18,"31. Agent Skills","A bundled file has a kind: reference (text-extracted, readable via read_skill), script (staged for the code interpreter), or asset (opaque bytes, never staged)."
R31.19,"31. Agent Skills","Bundle limits: ≤ 64 MB compressed, ≤ 128 MB uncompressed, compression ratio ≤ 100:1, ≤ 500 entries, ≤ 32 MB per file — measured during decompression, never read from archive headers. Entries escaping the bundle root — traversal, absolute paths, links, devices — are rejected, never sanitised, as are paths that are not NFC, collide case-insensitively, contain control characters or newlines, or are reserved on any supported filesystem. Only SKILL.md, references/, scripts/, and assets/ are accepted. Frontmatter keys reserved for server-assigned state are rejected; unrecognized keys are preserved unmodified and never interpreted ([R31.29])."
R31.20,"31. Agent Skills","Every bundled file passes the malware scan before the skill becomes readable. A single quarantined file rejects the entire bundle: a skill is one semantic unit, and a SKILL.md referencing an absent file induces confabulation."
R31.21,"31. Agent Skills","Export produces a complete, deterministic bundle — stable ordering, no timestamps — over the authored byte set (SKILL.md body, file bytes, name, description, requirements, declared tools, and preserved unrecognized frontmatter per [R31.29]), so export → import → export is byte-identical. Server-assigned state is excluded from the export and never emitted into frontmatter."
R31.22,"31. Agent Skills","scripts/ are staged into the agent's sandbox workspace under /workspace/skills/{name}/ when the agent has the code-interpreter tool enabled, and are reported to the model as absolute paths."
R31.23,"31. Agent Skills","Skill scripts have no network access. The sandbox's egress isolation (§12.3) is not relaxed for Skills; a skill needing network I/O must use MCP (§12) or a local function. Import warns when a bundle's scripts appear to perform network I/O."
R31.24,"31. Agent Skills","Anthropic's allowed-tools frontmatter is parsed and displayed with an explicit not-enforced label, and never enforced. Tool authorization is the agent's own tool configuration (§12) alone; an uploaded file must never expand an agent's privileges."
R31.27,"31. Agent Skills","Skill content — name, description, body, requires, allowed_tools, license, file paths, and file manifests — is third-party text that reaches the model or the UI. Every field is validated at every entry point (API and bundle import) against the same rules, and no parsed field may reach a scope, owner, or identity column. allowed_tools and license are displayed, never enforced ([R31.24]), which makes them display-injection surfaces and subject to the same charset rules as description."
R31.25,"31. Agent Skills","Audited: skill create, update, delete, restore, copy, bundle import, export, bind, unbind, file create/update/delete, and turn-time resolution failure. Update events record the body hash before and after. read_skill invocations are not audited ([R31.17])."
R31.28,"31. Agent Skills","Bundle import is asynchronous and rate-limited per organization; a bundle is not readable until its import completes and its scan clears."
R31.29,"31. Agent Skills","SKILL.md frontmatter keys fall into exactly three classes. Recognized keys are parsed into the Skill's own fields. Reserved keys — those naming server-assigned state (scope, source, version, created_by, bundle_sha256) — are rejected at every entry point, because accepting one would let an uploaded file assign its own authority. Every other key is unrecognized: it is stored verbatim, never interpreted, and re-emitted unchanged on export ([R31.21]). Unrecognized keys are not an error — Anthropic's own published skills carry keys SMAP does not define, and rejecting them would make this chapter's interchangeability claim false."
R32.01,"32. Live Draft Context","A participant's client reports composer and activity-worksheet drafts as draft.update / draft.clear frames on the room WebSocket channel, throttled on the same window as typing.start. A draft frame publishes no room event, wakes no agent, does not re-arm the silence clock, and is not counted by every_n_messages."
R32.02,"32. Live Draft Context","Drafts are stored only in Redis, keyed per (room, user, surface), under a TTL refreshed by each update and cleared on send, on submit, and on an explicit clear. No draft value is written to PostgreSQL, an export, the transcript, a notification, or audit metadata."
R32.03,"32. Live Draft Context","chatroom_agents.may_read_drafts (default false) is a per-binding grant written by the room creator. A granted binding's turns are offered a read_drafts tool, capped per turn; an ungranted binding is never offered it. The grant is scoped to the room, dies with the binding, and confers nothing in any other room. Where no binding in a room holds the grant, the server stores no drafts for that room."
R32.04,"32. Live Draft Context","read_drafts returns truncated participant codes, surface labels, entry ages and content — never a display name or a login email. An activity draft is withheld when its type's expose_payload_to_agent is false or while the platform payload policy withholds submission content ([R30.30]); the policy is re-read per call and an unreadable policy withholds. A draft is never readable on looser terms than the corresponding submitted payload."
R32.05,"32. Live Draft Context","chatrooms.disclose_drafts (default true) controls whether non-creators see an indicator that drafts in this room are readable by an agent. Only the creator may change it, and may do so without holding RESOURCE_CREATE_EDIT. Which agent holds the grant, and any draft content, is never disclosed to non-creators regardless of the flag. Guests receive neutral values."
R32.06,"32. Live Draft Context","Every read_drafts call is audited with the room, the agent, the granting user, the number of entries returned and the surfaces involved. Draft content and participant identifiers never appear in audit metadata or logs. Grant changes and disclosure changes are audited."
